uniprot_acc	uniprot	RefSeqId	Gene	Name
Q9BYI3	Q9BYI3	84668	FAM126A	family with sequence similarity 126 member A
Q9BYJ9	Q9BYJ9	54915	YTHDF1	YTH N6-methyladenosine RNA binding protein 1
Q9BYK8	Q9BYK8	85441	HELZ2	helicase with zinc finger 2
Q9BYM8	Q9BYM8	10616	RBCK1	RANBP2-type and C3HC4-type zinc finger containing 1
Q9BYN8	Q9BYN8	64949	MRPS26	mitochondrial ribosomal protein S26
Q9BYT3	Q9BYT3	65975	STK33	serine/threonine kinase 33
Q9BYT8	Q9BYT8	57486	NLN	neurolysin
Q9BYV8	Q9BYV8	95681	CEP41	centrosomal protein 41
Q9BYW2	Q9BYW2	29072	SETD2	SET domain containing 2
Q9BYX4	Q9BYX4	64135	IFIH1	interferon induced with helicase C domain 1
Q9BZ23	Q9BZ23	80025	PANK2	pantothenate kinase 2
Q9BZ67	Q9BZ67	83786	FRMD8	FERM domain containing 8
Q9BZ95	Q9BZ95	54904	NSD3	nuclear receptor binding SET domain protein 3
Q9BZD4	Q9BZD4	83540	NUF2	NUF2, NDC80 kinetochore complex component
Q9BZE1	Q9BZE1	51253	MRPL37	mitochondrial ribosomal protein L37
Q9BZE2	Q9BZE2	83480	PUS3	pseudouridylate synthase 3
Q9BZE4	Q9BZE4	23560	GTPBP4	GTP binding protein 4
Q9BZE9	Q9BZE9	79058	ASPSCR1	ASPSCR1, UBX domain containing tether for SLC2A4
Q9BZF1	Q9BZF1	114882	OSBPL8	oxysterol binding protein like 8
Q9BZG1	Q9BZG1	83871	RAB34	RAB34, member RAS oncogene family
Q9BZG8	Q9BZG8	1801	DPH1	diphthamide biosynthesis 1
Q9BZH6	Q9BZH6	55717	WDR11	WD repeat domain 11
Q9BZI7	Q9BZI7	65109	UPF3B	UPF3B, regulator of nonsense mediated mRNA decay
Q9BZJ0	Q9BZJ0	51340	CRNKL1	crooked neck pre-mRNA splicing factor 1
Q9BZK7	Q9BZK7	79718	TBL1XR1	transducin beta like 1 X-linked receptor 1
Q9BZL1	Q9BZL1	59286	UBL5	ubiquitin like 5
Q9BZL4	Q9BZL4	54776	PPP1R12C	protein phosphatase 1 regulatory subunit 12C
Q9BZL6	Q9BZL6	25865	PRKD2	protein kinase D2
Q9BZP6	Q9BZP6	27159	CHIA	chitinase, acidic
Q9BZQ6	Q9BZQ6	80267	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3
Q9BZQ8	Q9BZQ8	116496	FAM129A	family with sequence similarity 129 member A
Q9BZV1	Q9BZV1	80700	UBXN6	UBX domain protein 6
Q9BZW5	Q9BZW5	53346	TM6SF1	transmembrane 6 superfamily member 1
Q9BZX2	Q9BZX2	7371	UCK2	uridine-cytidine kinase 2
Q9BZZ5	Q9BZZ5	8539	API5	apoptosis inhibitor 5
Q9C035	Q9C035	85363	TRIM5	tripartite motif containing 5
Q9C037	Q9C037	89122	TRIM4	tripartite motif containing 4
Q9C086	Q9C086	83444	INO80B	INO80 complex subunit B
Q9C0B0	Q9C0B0	85451	UNK	unkempt family zinc finger
Q9C0B1	Q9C0B1	79068	FTO	FTO, alpha-ketoglutarate dependent dioxygenase
Q9C0B5	Q9C0B5	25921	ZDHHC5	zinc finger DHHC-type containing 5
Q9C0B7	Q9C0B7	79613	TANGO6	transport and golgi organization 6 homolog
Q9C0C2	Q9C0C2	85456	TNKS1BP1	tankyrase 1 binding protein 1
Q9C0C7	Q9C0C7	55626	AMBRA1	autophagy and beclin 1 regulator 1
Q9C0C9	Q9C0C9	63893	UBE2O	ubiquitin conjugating enzyme E2 O
Q9C0D3	Q9C0D3	79699	ZYG11B	zyg-11 family member B, cell cycle regulator
Q9C0E2	Q9C0E2	64328	XPO4	exportin 4
Q9C0E8	Q9C0E8	80856	LNPK	lunapark, ER junction formation factor
Q9C0F1	Q9C0F1	80817	CEP44	centrosomal protein 44
Q9C0H2	Q9C0H2	80727	TTYH3	tweety family member 3
Q9C0I1	Q9C0I1	54545	MTMR12	myotubularin related protein 12
Q9C0J8	Q9C0J8	55339	WDR33	WD repeat domain 33
Q9GZL7	Q9GZL7	55759	WDR12	WD repeat domain 12
Q9GZM5	Q9GZM5	25844	YIPF3	Yip1 domain family member 3
Q9GZN1	Q9GZN1	64431	ACTR6	ARP6 actin related protein 6 homolog
Q9GZN8	Q9GZN8	54976	C20orf27	chromosome 20 open reading frame 27
Q9GZP1	Q9GZP1	80023	NRSN2	neurensin 2
Q9GZP4	Q9GZP4	57095	PITHD1	PITH domain containing 1
Q9GZP9	Q9GZP9	51009	DERL2	derlin 2
Q9GZQ3	Q9GZQ3	28991	COMMD5	COMM domain containing 5
Q9GZR1	Q9GZR1	26054	SENP6	SUMO1/sentrin specific peptidase 6
Q9GZR2	Q9GZR2	57109	REXO4	REX4 homolog, 3'-5' exonuclease
Q9GZR7	Q9GZR7	57062	DDX24	DEAD-box helicase 24
Q9GZS1	Q9GZS1	64425	POLR1E	RNA polymerase I subunit E
Q9GZS3	Q9GZS3	80349	WDR61	WD repeat domain 61
Q9GZT3	Q9GZT3	81892	SLIRP	SRA stem-loop interacting RNA binding protein
Q9GZT4	Q9GZT4	63826	SRR	serine racemase
Q9GZT6	Q9GZT6	60492	CCDC90B	coiled-coil domain containing 90B
Q9GZT8	Q9GZT8	60491	NIF3L1	NGG1 interacting factor 3 like 1
Q9GZT9	Q9GZT9	54583	EGLN1	egl-9 family hypoxia inducible factor 1
Q9GZU8	Q9GZU8	80011	FAM192A	family with sequence similarity 192 member A
Q9GZY4	Q9GZY4	55744	COA1	cytochrome c oxidase assembly factor 1 homolog
Q9GZY6	Q9GZY6	7462	LAT2	linker for activation of T-cells family member 2
Q9GZY8	Q9GZY8	56947	MFF	mitochondrial fission factor
Q9GZZ1	Q9GZZ1	80218	"NAA50"	N(alpha)-acetyltransferase 50, NatE catalytic subunit
Q9GZZ9	Q9GZZ9	79876	UBA5	ubiquitin like modifier activating enzyme 5
Q9H000	Q9H000	23609	MKRN2	makorin ring finger protein 2
Q9H013	Q9H013	8728	ADAM19	ADAM metallopeptidase domain 19
Q9H019	Q9H019	56181	MTFR1L	mitochondrial fission regulator 1 like
Q9H061	Q9H061	84233	TMEM126A	transmembrane protein 126A
Q9H063	Q9H063	84232	MAF1	MAF1 homolog, negative regulator of RNA polymerase III
Q9H074	Q9H074	10605	PAIP1	poly(A) binding protein interacting protein 1
Q9H078	Q9H078	81570	CLPB	ClpB homolog, mitochondrial AAA ATPase chaperonin
Q9H081	Q9H081	79003	MIS12	MIS12, kinetochore complex component
Q9H082	Q9H082	83452	RAB33B	RAB33B, member RAS oncogene family
Q9H089	Q9H089	55341	LSG1	large 60S subunit nuclear export GTPase 1
Q9H098	Q9H098	83641	FAM107B	family with sequence similarity 107 member B
Q9H0A0	Q9H0A0	55226	"NAT10"	N-acetyltransferase 10
Q9H0A8	Q9H0A8	54939	COMMD4	COMM domain containing 4
Q9H0B6	Q9H0B6	64837	KLC2	kinesin light chain 2
Q9H0C5	Q9H0C5	53339	BTBD1	BTB domain containing 1
Q9H0C8	Q9H0C8	80895	ILKAP	ILK associated serine/threonine phosphatase
Q9H0D6	Q9H0D6	22803	XRN2	5'-3' exoribonuclease 2
Q9H0E2	Q9H0E2	54472	TOLLIP	toll interacting protein
Q9H0E3	Q9H0E3	79595	SAP130	Sin3A associated protein 130
Q9H0E9	Q9H0E9	10902	BRD8	bromodomain containing 8
Q9H0G5	Q9H0G5	84081	NSRP1	nuclear speckle splicing regulatory protein 1
Q9H0H0	Q9H0H0	57508	INTS2	integrator complex subunit 2
Q9H0H5	Q9H0H5	29127	RACGAP1	Rac GTPase activating protein 1
Q9H0J9	Q9H0J9	64761	PARP12	poly(ADP-ribose) polymerase family member 12
Q9H0K6	Q9H0K6	83448	PUS7L	pseudouridylate synthase 7 like
Q9H0L4	Q9H0L4	23283	CSTF2T	cleavage stimulation factor subunit 2 tau variant
Q9H0N0	Q9H0N0	84084	RAB6C	RAB6C, member RAS oncogene family
Q9H0P0	Q9H0P0	51251	NT5C3A	5'-nucleotidase, cytosolic IIIA
Q9H0R1	Q9H0R1	55745	AP5M1	adaptor related protein complex 5 mu 1 subunit
Q9H0R4	Q9H0R4	84064	HDHD2	haloacid dehalogenase like hydrolase domain containing 2
Q9H0R6	Q9H0R6	55278	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1
Q9H0S4	Q9H0S4	51202	DDX47	DEAD-box helicase 47
Q9H0U3	Q9H0U3	84061	MAGT1	magnesium transporter 1
Q9H0U4	Q9H0U4	81876	RAB1B	RAB1B, member RAS oncogene family
Q9H0U6	Q9H0U6	29074	MRPL18	mitochondrial ribosomal protein L18
Q9H0U9	Q9H0U9	7259	TSPYL1	TSPY like 1
Q9H0V1	Q9H0V1	64418	TMEM168	transmembrane protein 168
Q9H0V9	Q9H0V9	81562	LMAN2L	lectin, mannose binding 2 like
Q9H0W8	Q9H0W8	56006	SMG9	SMG9, nonsense mediated mRNA decay factor
Q9H0W9	Q9H0W9	28970	C11orf54	chromosome 11 open reading frame 54
Q9H0X4	Q9H0X4	83986	FAM234A	family with sequence similarity 234 member A
Q9H147	Q9H147	116092	DNTTIP1	deoxynucleotidyltransferase terminal interacting protein 1
Q9H171	Q9H171	81030	ZBP1	Z-DNA binding protein 1
Q9H173	Q9H173	64374	SIL1	SIL1 nucleotide exchange factor
Q9H1A3	Q9H1A3	51108	METTL9	methyltransferase like 9
Q9H1A4	Q9H1A4	64682	ANAPC1	anaphase promoting complex subunit 1
Q9H1B7	Q9H1B7	64207	IRF2BPL	interferon regulatory factor 2 binding protein like
Q9H1C4	Q9H1C4	81622	UNC93B1	unc-93 homolog B1, TLR signaling regulator
Q9H1C7	Q9H1C7	84418	CYSTM1	cysteine rich transmembrane module containing 1
Q9H1D9	Q9H1D9	10621	POLR3F	RNA polymerase III subunit F
Q9H1E3	Q9H1E3	64710	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1
Q9H1E5	Q9H1E5	56255	TMX4	thioredoxin related transmembrane protein 4
Q9H1I8	Q9H1I8	84164	ASCC2	activating signal cointegrator 1 complex subunit 2
Q9H1J1	Q9H1J1	65110	UPF3A	UPF3A, regulator of nonsense mediated mRNA decay
Q9H1K0	Q9H1K0	64145	RBSN	rabenosyn, RAB effector
Q9H1K1	Q9H1K1	23479	ISCU	iron-sulfur cluster assembly enzyme
Q9H1N7	Q9H1N7	51000	SLC35B3	solute carrier family 35 member B3
Q9H1P3	Q9H1P3	9885	OSBPL2	oxysterol binding protein like 2
Q9H1X3	Q9H1X3	548645	DNAJC25	DnaJ heat shock protein family (Hsp40) member C25
Q9H1Y0	Q9H1Y0	9474	ATG5	autophagy related 5
Q9H1Z4	Q9H1Z4	64743	WDR13	WD repeat domain 13
Q9H223	Q9H223	30844	EHD4	EH domain containing 4
Q9H237	Q9H237	64840	PORCN	porcupine O-acyltransferase
Q9H267	Q9H267	26276	VPS33B	VPS33B, late endosome and lysosome associated
Q9H269	Q9H269	64601	VPS16	VPS16, CORVET/HOPS core subunit
Q9H270	Q9H270	55823	VPS11	VPS11, CORVET/HOPS core subunit
Q9H299	Q9H299	83442	SH3BGRL3	SH3 domain binding glutamate rich protein like 3
Q9H2C2	Q9H2C2	64801	ARV1	ARV1 homolog, fatty acid homeostasis modulator
Q9H2D1	Q9H2D1	81034	SLC25A32	solute carrier family 25 member 32
Q9H2F5	Q9H2F5	80314	EPC1	enhancer of polycomb homolog 1
Q9H2G2	Q9H2G2	9748	SLK	STE20 like kinase
Q9H2G4	Q9H2G4	64061	TSPYL2	TSPY like 2
Q9H2H8	Q9H2H8	53938	PPIL3	peptidylprolyl isomerase like 3
Q9H2H9	Q9H2H9	81539	SLC38A1	solute carrier family 38 member 1
Q9H2J4	Q9H2J4	79031	PDCL3	phosducin like 3
Q9H2K0	Q9H2K0	219402	MTIF3	mitochondrial translational initiation factor 3
Q9H2K8	Q9H2K8	51347	TAOK3	TAO kinase 3
Q9H2L5	Q9H2L5	83937	RASSF4	Ras association domain family member 4
Q9H2M9	Q9H2M9	25782	RAB3GAP2	RAB3 GTPase activating non-catalytic protein subunit 2
Q9H2P0	Q9H2P0	23394	ADNP	activity dependent neuroprotector homeobox
Q9H2P9	Q9H2P9	51611	DPH5	diphthamide biosynthesis 5
Q9H2U1	Q9H2U1	170506	DHX36	DEAH-box helicase 36
Q9H2U2	Q9H2U2	27068	PPA2	pyrophosphatase (inorganic) 2
Q9H2V7	Q9H2V7	83985	SPNS1	sphingolipid transporter 1 (putative)
Q9H2W6	Q9H2W6	26589	MRPL46	mitochondrial ribosomal protein L46
Q9H2Y7	Q9H2Y7	64397	ZNF106	zinc finger protein 106
Q9H300	Q9H300	55486	PARL	presenilin associated rhomboid like
Q9H307	Q9H307	5411	PNN	pinin, desmosome associated protein
Q9H330	Q9H330	23731	TMEM245	transmembrane protein 245
Q9H3C7	Q9H3C7	79893	GGNBP2	gametogenetin binding protein 2
Q9H3D4	Q9H3D4	8626	TP63	tumor protein p63
Q9H3E2	Q9H3E2	83891	SNX25	sorting nexin 25
Q9H3F6	Q9H3F6	83892	KCTD10	potassium channel tetramerization domain containing 10
Q9H3H1	Q9H3H1	54802	TRIT1	tRNA isopentenyltransferase 1
Q9H3H3	Q9H3H3	83638	C11orf68	chromosome 11 open reading frame 68
Q9H3H5	Q9H3H5	1798	DPAGT1	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
Q9H3K2	Q9H3K2	27069	GHITM	growth hormone inducible transmembrane protein
Q9H3K6	Q9H3K6	552900	BOLA2	bolA family member 2
Q9H3N1	Q9H3N1	81542	TMX1	thioredoxin related transmembrane protein 1
Q9H3P2	Q9H3P2	7469	NELFA	negative elongation factor complex member A
Q9H3P7	Q9H3P7	64746	ACBD3	acyl-CoA binding domain containing 3
Q9H3R0	Q9H3R0	23081	KDM4C	lysine demethylase 4C
Q9H3R5	Q9H3R5	64946	CENPH	centromere protein H
Q9H3S1	Q9H3S1	64218	SEMA4A	semaphorin 4A
Q9H3S4	Q9H3S4	27010	TPK1	thiamin pyrophosphokinase 1
Q9H3S7	Q9H3S7	25930	PTPN23	protein tyrosine phosphatase, non-receptor type 23
Q9H3U1	Q9H3U1	55898	UNC45A	unc-45 myosin chaperone A
Q9H3U5	Q9H3U5	64747	MFSD1	major facilitator superfamily domain containing 1
Q9H3Z4	Q9H3Z4	80331	DNAJC5	DnaJ heat shock protein family (Hsp40) member C5
Q9H400	Q9H400	54923	LIME1	Lck interacting transmembrane adaptor 1
Q9H410	Q9H410	79980	DSN1	DSN1 homolog, MIS12 kinetochore complex component
Q9H444	Q9H444	128866	CHMP4B	charged multivesicular body protein 4B
Q9H446	Q9H446	51389	RWDD1	RWD domain containing 1
Q9H467	Q9H467	79004	CUEDC2	CUE domain containing 2
Q9H469	Q9H469	79176	FBXL15	F-box and leucine rich repeat protein 15
Q9H477	Q9H477	64080	RBKS	ribokinase
Q9H488	Q9H488	23509	POFUT1	protein O-fucosyltransferase 1
Q9H490	Q9H490	128869	PIGU	phosphatidylinositol glycan anchor biosynthesis class U
Q9H497	Q9H497	64222	TOR3A	torsin family 3 member A
Q9H4A3	Q9H4A3	65125	WNK1	WNK lysine deficient protein kinase 1
Q9H4A4	Q9H4A4	6051	RNPEP	arginyl aminopeptidase
Q9H4A5	Q9H4A5	55204	GOLPH3L	golgi phosphoprotein 3 like
Q9H4A6	Q9H4A6	64083	GOLPH3	golgi phosphoprotein 3
Q9H4B0	Q9H4B0	64172	OSGEPL1	O-sialoglycoprotein endopeptidase like 1
Q9H4E7	Q9H4E7	50619	DEF6	DEF6, guanine nucleotide exchange factor
Q9H4G4	Q9H4G4	152007	GLIPR2	GLI pathogenesis related 2
Q9H4I3	Q9H4I3	80305	TRABD	TraB domain containing
Q9H4K7	Q9H4K7	26164	MTG2	mitochondrial ribosome associated GTPase 2
Q9H4L4	Q9H4L4	26168	SENP3	SUMO1/sentrin/SMT3 specific peptidase 3
Q9H4L5	Q9H4L5	26031	OSBPL3	oxysterol binding protein like 3
Q9H4L7	Q9H4L7	56916	SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1
Q9H4M9	Q9H4M9	10938	EHD1	EH domain containing 1
Q9H4P4	Q9H4P4	10193	RNF41	ring finger protein 41
Q9H4Z3	Q9H4Z3	63935	PCIF1	PDX1 C-terminal inhibiting factor 1
Q9H501	Q9H501	51575	ESF1	ESF1 nucleolar pre-rRNA processing protein homolog
Q9H553	Q9H553	85365	ALG2	ALG2, alpha-1,3/1,6-mannosyltransferase
Q9H583	Q9H583	55127	HEATR1	HEAT repeat containing 1
Q9H5I1	Q9H5I1	79723	SUV39H2	suppressor of variegation 3-9 homolog 2
Q9H5N1	Q9H5N1	79874	RABEP2	rabaptin, RAB GTPase binding effector protein 2
Q9H5Q4	Q9H5Q4	64216	TFB2M	transcription factor B2, mitochondrial
Q9H5U6	Q9H5U6	29063	ZCCHC4	zinc finger CCHC-type containing 4
Q9H5V9	Q9H5V9	63932	CXorf56	chromosome X open reading frame 56
Q9H5X1	Q9H5X1	84191	FAM96A	family with sequence similarity 96 member A
Q9H5Z1	Q9H5Z1	60625	DHX35	DEAH-box helicase 35
Q9H6A0	Q9H6A0	79961	DENND2D	DENN domain containing 2D
Q9H6D7	Q9H6D7	54930	HAUS4	HAUS augmin like complex subunit 4
Q9H6E4	Q9H6E4	79879	CCDC134	coiled-coil domain containing 134
Q9H6E5	Q9H6E5	64852	TUT1	terminal uridylyl transferase 1, U6 snRNA-specific
Q9H6F2	Q9H6F2	79041	TMEM38A	transmembrane protein 38A
Q9H6F5	Q9H6F5	79080	CCDC86	coiled-coil domain containing 86
Q9H6H4	Q9H6H4	80346	REEP4	receptor accessory protein 4
Q9H6K1	Q9H6K1	64771	C6orf106	chromosome 6 open reading frame 106
Q9H6K4	Q9H6K4	80207	OPA3	OPA3, outer mitochondrial membrane lipid metabolism regulator
Q9H6Q4	Q9H6Q4	64428	"NARFL"	nuclear prelamin A recognition factor like
Q9H6R0	Q9H6R0	56919	DHX33	DEAH-box helicase 33
Q9H6R4	Q9H6R4	65083	NOL6	nucleolar protein 6
Q9H6R7	Q9H6R7	80304	WDCP	WD repeat and coiled coil containing
Q9H6S0	Q9H6S0	64848	YTHDC2	YTH domain containing 2
Q9H6T3	Q9H6T3	79657	RPAP3	RNA polymerase II associated protein 3
Q9H6U6	Q9H6U6	54828	BCAS3	BCAS3, microtubule associated cell migration factor
Q9H6U8	Q9H6U8	79796	ALG9	ALG9, alpha-1,2-mannosyltransferase
Q9H6V9	Q9H6V9	60526	LDAH	lipid droplet associated hydrolase
Q9H6W3	Q9H6W3	79697	RIOX1	ribosomal oxygenase 1
Q9H6X4	Q9H6X4	80194	TMEM134	transmembrane protein 134
Q9H6Y2	Q9H6Y2	54853	WDR55	WD repeat domain 55
Q9H6Y7	Q9H6Y7	26001	RNF167	ring finger protein 167
Q9H6Z4	Q9H6Z4	8498	RANBP3	RAN binding protein 3
Q9H714	Q9H714	80183	RUBCNL	RUN and cysteine rich domain containing beclin 1 interacting protein like
Q9H773	Q9H773	79077	DCTPP1	dCTP pyrophosphatase 1
Q9H7B2	Q9H7B2	84154	RPF2	ribosome production factor 2 homolog
Q9H7B4	Q9H7B4	64754	SMYD3	SET and MYND domain containing 3
Q9H7C9	Q9H7C9	28971	AAMDC	adipogenesis associated Mth938 domain containing
Q9H7D7	Q9H7D7	80232	WDR26	WD repeat domain 26
Q9H7E2	Q9H7E2	81550	TDRD3	tudor domain containing 3
Q9H7E9	Q9H7E9	65265	C8orf33	chromosome 8 open reading frame 33
Q9H7F0	Q9H7F0	79572	ATP13A3	ATPase 13A3
Q9H7H0	Q9H7H0	64745	METTL17	methyltransferase like 17
Q9H7L9	Q9H7L9	64426	SUDS3	SDS3 homolog, SIN3A corepressor complex component
Q9H7M9	Q9H7M9	64115	VSIR	V-set immunoregulatory receptor
Q9H7N4	Q9H7N4	58506	SCAF1	SR-related CTD associated factor 1
Q9H7Z3	Q9H7Z3	55051	NRDE2	NRDE-2, necessary for RNA interference, domain containing
Q9H7Z6	Q9H7Z6	84148	KAT8	lysine acetyltransferase 8
Q9H7Z7	Q9H7Z7	80142	PTGES2	prostaglandin E synthase 2
Q9H813	Q9H813	55248	TMEM206	transmembrane protein 206
Q9H814	Q9H814	51808	PHAX	phosphorylated adaptor for RNA export
Q9H825	Q9H825	79828	METTL8	methyltransferase like 8
Q9H832	Q9H832	65264	UBE2Z	ubiquitin conjugating enzyme E2 Z
Q9H845	Q9H845	28976	ACAD9	acyl-CoA dehydrogenase family member 9
Q9H853	Q9H853	NA	NA	NA
Q9H857	Q9H857	64943	NT5DC2	5'-nucleotidase domain containing 2
Q9H869	Q9H869	55249	YY1AP1	YY1 associated protein 1
Q9H871	Q9H871	64795	RMND5A	required for meiotic nuclear division 5 homolog A
Q9H875	Q9H875	79706	PRKRIP1	PRKR interacting protein 1
Q9H8G2	Q9H8G2	79886	CAAP1	caspase activity and apoptosis inhibitor 1
Q9H8H0	Q9H8H0	25926	NOL11	nucleolar protein 11
Q9H8H2	Q9H8H2	64794	DDX31	DEAD-box helicase 31
Q9H8H3	Q9H8H3	25840	METTL7A	methyltransferase like 7A
Q9H8K7	Q9H8K7	80007	C10orf88	chromosome 10 open reading frame 88
Q9H8M2	Q9H8M2	65980	BRD9	bromodomain containing 9
Q9H8M7	Q9H8M7	80013	MINDY3	MINDY lysine 48 deubiquitinase 3
Q9H8P0	Q9H8P0	79644	SRD5A3	steroid 5 alpha-reductase 3
Q9H8W3	Q9H8W3	63877	FAM204A	family with sequence similarity 204 member A
Q9H8W4	Q9H8W4	79666	PLEKHF2	pleckstrin homology and FYVE domain containing 2
Q9H8Y5	Q9H8Y5	55139	ANKZF1	ankyrin repeat and zinc finger domain containing 1
Q9H8Y8	Q9H8Y8	26003	GORASP2	golgi reassembly stacking protein 2
Q9H900	Q9H900	55055	ZWILCH	zwilch kinetochore protein
Q9H910	Q9H910	90861	JPT2	Jupiter microtubule associated homolog 2
Q9H920	Q9H920	55298	RNF121	ring finger protein 121
Q9H930	Q9H930	93349	SP140L	SP140 nuclear body protein like
Q9H936	Q9H936	79751	SLC25A22	solute carrier family 25 member 22
Q9H939	Q9H939	9050	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2
Q9H944	Q9H944	9477	MED20	mediator complex subunit 20
Q9H967	Q9H967	79968	WDR76	WD repeat domain 76
Q9H974	Q9H974	79691	QTRT2	queuine tRNA-ribosyltransferase accessory subunit 2
Q9H977	Q9H977	84058	WDR54	WD repeat domain 54
Q9H981	Q9H981	93973	ACTR8	ARP8 actin related protein 8 homolog
Q9H993	Q9H993	79624	ARMT1	acidic residue methyltransferase 1
Q9H9A5	Q9H9A5	25904	CNOT10	CCR4-NOT transcription complex subunit 10
Q9H9A6	Q9H9A6	55631	LRRC40	leucine rich repeat containing 40
Q9H9A7	Q9H9A7	80010	RMI1	RecQ mediated genome instability 1
Q9H9B1	Q9H9B1	79813	EHMT1	euchromatic histone lysine methyltransferase 1
Q9H9B4	Q9H9B4	94081	SFXN1	sideroflexin 1
Q9H9C1	Q9H9C1	63894	VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog
Q9H9E3	Q9H9E3	25839	COG4	component of oligomeric golgi complex 4
Q9H9G7	Q9H9G7	192669	AGO3	argonaute 3, RISC catalytic component
Q9H9H4	Q9H9H4	79720	VPS37B	VPS37B, ESCRT-I subunit
Q9H9J2	Q9H9J2	65080	MRPL44	mitochondrial ribosomal protein L44
Q9H9L3	Q9H9L3	81875	ISG20L2	interferon stimulated exonuclease gene 20 like 2
Q9H9L4	Q9H9L4	54934	KANSL2	KAT8 regulatory NSL complex subunit 2
Q9H9P8	Q9H9P8	79944	L2HGDH	L-2-hydroxyglutarate dehydrogenase
Q9H9Q2	Q9H9Q2	64708	COPS7B	COP9 signalosome subunit 7B
Q9H9Q4	Q9H9Q4	79840	NHEJ1	non-homologous end joining factor 1
Q9H9T3	Q9H9T3	55140	ELP3	elongator acetyltransferase complex subunit 3
Q9H9Y2	Q9H9Y2	80135	RPF1	ribosome production factor 1 homolog
Q9H9Y4	Q9H9Y4	54707	GPN2	GPN-loop GTPase 2
Q9H9Y6	Q9H9Y6	84172	POLR1B	RNA polymerase I subunit B
Q9HA38	Q9HA38	64393	ZMAT3	zinc finger matrin-type 3
Q9HA64	Q9HA64	79672	FN3KRP	fructosamine 3 kinase related protein
Q9HA65	Q9HA65	79735	TBC1D17	TBC1 domain family member 17
Q9HA77	Q9HA77	79587	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial
Q9HA82	Q9HA82	79603	CERS4	ceramide synthase 4
Q9HAB3	Q9HAB3	79581	SLC52A2	solute carrier family 52 member 2
Q9HAB8	Q9HAB8	79717	PPCS	phosphopantothenoylcysteine synthetase
Q9HAD4	Q9HAD4	55255	WDR41	WD repeat domain 41
Q9HAF1	Q9HAF1	64769	MEAF6	MYST/Esa1 associated factor 6
Q9HAN9	Q9HAN9	64802	NMNAT1	nicotinamide nucleotide adenylyltransferase 1
Q9HAS0	Q9HAS0	64149	C17orf75	chromosome 17 open reading frame 75
Q9HAT2	Q9HAT2	54414	SIAE	sialic acid acetylesterase
Q9HAU5	Q9HAU5	26019	UPF2	UPF2, regulator of nonsense mediated mRNA decay
Q9HAV0	Q9HAV0	59345	GNB4	G protein subunit beta 4
Q9HAV4	Q9HAV4	57510	XPO5	exportin 5
Q9HAV7	Q9HAV7	80273	GRPEL1	GrpE like 1, mitochondrial
Q9HAW4	Q9HAW4	63967	CLSPN	claspin
Q9HB07	Q9HB07	NA	NA	NA
Q9HB19	Q9HB19	59339	PLEKHA2	pleckstrin homology domain containing A2
Q9HB40	Q9HB40	59342	SCPEP1	serine carboxypeptidase 1
Q9HB58	Q9HB58	3431	SP110	SP110 nuclear body protein
Q9HB71	Q9HB71	27101	CACYBP	calcyclin binding protein
Q9HB90	Q9HB90	64121	RRAGC	Ras related GTP binding C
Q9HBF4	Q9HBF4	53349	ZFYVE1	zinc finger FYVE-type containing 1
Q9HBH0	Q9HBH0	54509	RHOF	ras homolog family member F, filopodia associated
Q9HBH1	Q9HBH1	64146	PDF	peptide deformylase, mitochondrial
Q9HBH5	Q9HBH5	57665	RDH14	retinol dehydrogenase 14 (all-trans/9-cis/11-cis)
Q9HBH9	Q9HBH9	2872	MKNK2	MAP kinase interacting serine/threonine kinase 2
Q9HBI0	Q9HBI0	64098	PARVG	parvin gamma
Q9HBI1	Q9HBI1	29780	PARVB	parvin beta
Q9HBL7	Q9HBL7	55848	PLGRKT	plasminogen receptor with a C-terminal lysine
Q9HBL8	Q9HBL8	57407	NMRAL1	NmrA like redox sensor 1
Q9HBM0	Q9HBM0	55591	VEZT	vezatin, adherens junctions transmembrane protein
Q9HBM1	Q9HBM1	57405	SPC25	SPC25, NDC80 kinetochore complex component
Q9HBM6	Q9HBM6	51616	TAF9B	TATA-box binding protein associated factor 9b
Q9HBR0	Q9HBR0	124565	SLC38A10	solute carrier family 38 member 10
Q9HBU6	Q9HBU6	55500	ETNK1	ethanolamine kinase 1
Q9HC07	Q9HC07	55858	TMEM165	transmembrane protein 165
Q9HC16	Q9HC16	60489	APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic subunit 3G
Q9HC21	Q9HC21	60386	SLC25A19	solute carrier family 25 member 19
Q9HC35	Q9HC35	27436	EML4	echinoderm microtubule associated protein like 4
Q9HC36	Q9HC36	55178	MRM3	mitochondrial rRNA methyltransferase 3
Q9HC38	Q9HC38	51031	GLOD4	glyoxalase domain containing 4
Q9HC52	Q9HC52	57332	CBX8	chromobox 8
